"","Site","Lat","Lon","Datetime","PFT","Climate","Tair","SW","RH","VPD","WS","Ca","SWC","LAI","flag_rain","flag_daytime","flag_GS","flag_peak","Gs"
"243808","US-KS2",28.6086,-80.6715,"2006-04-04 14:30:00","CSH","Temperate",21.26,361.4,69.18,0.779,3.321,391.235,0.0289999999999999,2.600405,0,1,1,0,0.145312640540669
"472746","IT-Lav",45.9562,11.2813,"2010-05-18 09:00:00","ENF","Temperate",9.398,723.756,45.387,0.6442,0.92,390.847,0.3995,1.1925348,0,1,1,1,0.299233969083243
"142412","US-SRG",31.7894,-110.8277,"2010-03-22 14:00:00","GRA","Arid",23.56,875.652,9.948,2.617,3.925,395.767,0.0664,0.25089368,0,1,1,0,0.0585269104743198
"58083","US-Var",38.4133,-120.9508,"2010-05-04 11:30:00","GRA","Temperate",21.56,983.81,42.09,1.491,1.664,389.159,0.18776,2.7802093,0,1,1,0,0.423106286078267
"685040","CA-TP4",42.7102,-80.3574,"2005-07-11 11:00:00","ENF","Continental",28.84,683.1,47.48,2.085,2.258,353.705,0.081,4.6761265,0,1,1,0,0.155885433445865
"302141","US-ARM",36.6058,-97.4888,"2004-05-28 16:30:00","CRO","Temperate",33.16,494.9,28.87,3.627,5.501,365.098,0.28916,0.97168434,0,1,1,0,0.0559697800505306
"118489","US-SRM",31.8214,-110.8661,"2004-09-17 11:00:00","WSA","Arid",30.27,900,21.695,3.375,2.064,370.931,0.0209,0.46858782,0,1,1,1,0.018620001618374
"546551","ES-LJu",36.9266,-2.7521,"2011-06-12 17:30:00","OSH","Arid",19.941,364.935,43.805,1.3096,2.283,373.509,0.16635,0.617634,0,1,1,1,0.0577542753671502
"104417","US-Ton",38.4309,-120.966,"2012-08-29 12:00:00","WSA","Temperate",31.49,914.512,14.24,3.961,2.221,368.883,0.071,0.95928556,0,1,1,0,0.0267474843599256
"748684","CA-Qfo",49.6925,-74.3421,"2007-09-17 11:30:00","ENF","Continental",15.59,459,51.22,0.868,5.238,370.631,0.168,0.85944432,0,1,1,0,0.211777248845534
"942102","AU-DaS",-14.1593,131.3881,"2014-03-11 10:00:00","SAV","Tropical",29.57,725,62,1.5734,1.47,392.4,0.078,1.736663,0,1,1,1,0.292092703935143
"895541","AU-Fog",-12.5452,131.3072,"2007-05-24 10:30:00","WET","Tropical",29.1,719,33,2.7001,3.84,347.7,0.993,1.7625169,0,1,1,0,0.395300110848617
"991197","AR-SLu",-33.4648,-66.4598,"2011-03-14 17:00:00","MF","Arid",25,511.729,35.2756,2.0509,2.865,377.184,0.12192,1.0491064,0,1,1,1,0.0277126226929322
"145216","US-SRG",31.7894,-110.8277,"2011-05-10 07:00:00","GRA","Arid",12.98,318.87,42.671,0.858,1.754,388.44,0.0393,0.27769119,0,1,1,0,0.0309455508814393
"986422","AT-Neu",47.1167,11.3175,"2011-06-23 09:00:00","GRA","Continental",15.91,329.85,82.34,0.3194,2.69,552.407,0.22,2.0863817,0,1,1,0,0.362670006923204
"456808","IT-MBo",46.0147,11.0458,"2011-04-18 13:00:00","GRA","Continental",7.471,629.32,57.746,0.4373,0.989,400.451,0.40313,0.83183515,0,1,1,0,0.0441460268370853
"253753","US-IB2",41.8406,-88.241,"2010-04-27 08:00:00","GRA","Continental",7,552.4,46.4,0.54,6.12,382.104,0.384,1.2,0,1,1,0,0.483620257902946
"427311","IT-Noe",40.6062,8.1517,"2004-10-19 15:30:00","CSH","Temperate",23.75,198.34,82.3,0.5204,1.419,376.609,0.26661,1.2100788,0,1,1,0,0.0441237203721888
"812603","AU-Tum",-35.6566,148.1517,"2005-05-05 09:00:00","EBF","Temperate",10.8,299,66,0.4406,2.42,376,0.19,5.3795557,0,1,1,1,1.04512772818379
"423016","IT-PT1",45.2009,9.061,"2003-08-02 16:00:00","DBF","Temperate",33.1,571.733,43.6224,2.8525,0.938,358.426,0.12701,0.99999994,0,1,1,1,0.159644234134423
"363002","NL-Loo",52.1666,5.7436,"2010-01-21 10:30:00","ENF","Temperate",1.917,102.2,95.2,0.0337,2.759,419.59,0.065,1.2385476,0,1,1,0,1.84649998328101
"402289","IT-Ro2",42.3903,11.9209,"2004-06-21 08:00:00","DBF","Temperate",21.33,475.5,77.2,0.5788,2.578,372.905,0.313,2.2034194,0,1,1,1,0.666808956767839
"424469","IT-PT1",45.2009,9.061,"2004-08-09 14:30:00","DBF","Temperate",27.07,494.527,78.1312,0.7831,1.395,355.566,0.19117,1.308776,0,1,1,0,0.827088621034364
"76552","US-Ton",38.4309,-120.966,"2004-03-08 14:30:00","WSA","Temperate",22.9,579.92,50.11,1.393,1.737,389.336,0.374,1.1413076,0,1,1,1,0.133313862827255
"224339","US-Me2",44.4523,-121.5574,"2009-06-16 14:30:00","ENF","Temperate",18.634,490.296,27.065,1.562,4.214,381.29,0.26901,2.0702822,0,1,1,1,0.286108181986466
"273323","US-GLE",41.3665,-106.2399,"2013-11-29 09:30:00","ENF","Continental",-4.339,173.429,57.824,0.188,5.148,399.522,0.3076,0.23237452,0,1,1,0,0.0825418625836374
"386048","IT-SRo",43.7279,10.2844,"2003-05-03 16:00:00","ENF","Temperate",19.84,462.1,76.44,0.5456,2.14,395.791,0.15987,2.9432106,0,1,1,1,0.42916454873179
"102719","US-Ton",38.4309,-120.966,"2012-05-15 07:00:00","WSA","Temperate",13.22,355.865,76.3,0.36,1.526,405.991,0.203,1.8021181,0,1,1,1,0.468072272898727
"760298","BR-Sa3",-3.018,-54.9714,"2001-06-05 08:30:00","EBF","Tropical",25.56,325.25,75.027,0.822,1.43,398.22,0.42,5.1325645,0,1,1,0,0.761666884608321
"940390","AU-DaS",-14.1593,131.3881,"2013-08-25 16:30:00","SAV","Tropical",31.56,445,13,4.0359,2.86,346.7,0.03,0.93124992,0,1,1,0,0.06272353607362
"485967","IT-Cpz",41.7052,12.3761,"2003-03-19 09:00:00","EBF","Temperate",11.98,434.2,34.73,0.9145,1.63,358.124,0.202,2.9179797,0,1,1,0,0.244334610073079
"234201","US-Lin",36.3566,-119.0922,"2010-05-25 07:00:00","CRO","Arid",15.23,460.59,46.37,0.928,0.93,391.35,0.16,1.0029731,0,1,1,1,0.110885061152867
"680396","CA-TPD",42.6353,-80.5577,"2013-07-15 11:30:00","DBF","Continental",28.72,901.947,68.76,1.232,2.578,388.305,0.105,3.5799811,0,1,1,1,0.629275067729586
"891110","AU-Gin",-31.3764,115.7138,"2014-10-14 07:30:00","WSA","Temperate",20.05,437,38,1.4546,2.2,379.8,0.051,1.0929906,0,1,1,1,0.300134846574598
"499282","IT-Col",41.8494,13.5881,"2012-08-08 10:00:00","DBF","Temperate",25.376,890.582,26.4187,2.3842,1.885,358.493,0.14277,4.4684739,0,1,1,0,0.133749835622286
"407158","IT-Ro2",42.3903,11.9209,"2007-05-21 09:30:00","DBF","Temperate",25.03,850,49.7,1.5967,2.486,387.167,0.254,2.9712455,0,1,1,1,0.482367319955866
"600028","DE-Lnf",51.3282,10.3678,"2005-05-19 14:00:00","DBF","Continental",12.87,808.36,46.25,0.7985,1.95,364.14,0.3894,4.4156904,0,1,1,0,0.302447866361388
"951183","AU-DaP",-14.0633,131.3181,"2012-11-19 15:00:00","GRA","Tropical",36.05,819,40,3.5753,0.99,383.4,0.106,1.9413539,0,1,1,1,0.156232987929664
"539136","ES-LJu",36.9266,-2.7521,"2008-06-09 13:30:00","OSH","Arid",11.051,379.465,82.895,0.2254,3.626,370.014,0.20855,0.67886764,0,1,1,1,0.149892029367173
"42108","US-WCr",45.8059,-90.0799,"2012-07-12 09:00:00","DBF","Continental",24.847,707.235,69.595,0.959,1.64,373.392,0.32817,3.8517032,0,1,1,1,0.665675612432189
"85199","US-Ton",38.4309,-120.966,"2006-11-30 14:30:00","WSA","Temperate",13.02,284.692,32.21,1.017,1.622,390.424,0.11,0.48533082,0,1,1,0,0.0516737526932222
"904208","AU-Emr",-23.8587,148.4746,"2013-02-08 09:30:00","GRA","Arid",26.75,833,43,2.0032,1.99,371.2,0.073,1.4235609,0,1,1,0,0.0165729688429519
"269048","US-GLE",41.3665,-106.2399,"2010-07-19 11:00:00","ENF","Continental",17.008,665.384,45.748,1.056,5.091,390.456,0.36255,1.0636975,0,1,1,1,0.152876635214103
"866965","AU-How",-12.4943,131.1523,"2012-07-13 13:00:00","WSA","Tropical",30.7,842,47,2.3413,1.76,381.9,0.066,1.3082246,0,1,1,0,0.0701350362948588
"748662","CA-Qfo",49.6925,-74.3421,"2007-09-09 15:00:00","ENF","Continental",11.06,252.6,64.5,0.47,2.33,368.832,0.168,1.03232,0,1,1,0,0.261615418699329
"336345","SD-Dem",13.2829,30.4783,"2005-02-04 10:30:00","SAV","Arid",26.96,734,19.79,2.8538,5.712,350.701,0.078,0.19360504,0,1,1,1,0.0090674668951528
"564013","DK-Sor",55.4859,11.6446,"2007-05-15 11:00:00","DBF","Temperate",9.85,744.8,52.45,0.5782,5.94,395.52,0.259,4.8648477,0,1,1,1,0.665318982167134
"503518","IT-CA3",42.38,12.0222,"2012-07-10 14:00:00","DBF","Temperate",35.8,835,36.35,3.7411,3.376,371.248,0.09348,0.77597147,0,1,1,1,0.0784778908015702
"187563","US-NR1",40.0329,-105.5464,"2011-09-25 08:00:00","ENF","Continental",12.98,448.34,33.82,0.99,4.47,387.55,0.067,2.2242913,0,1,1,0,0.247002009663333
"97544","US-Ton",38.4309,-120.966,"2010-08-30 08:30:00","WSA","Temperate",17.62,631.013,50.72,0.993,1.518,379.034,0.066,1.1693977,0,1,1,0,0.0445967348817386
"508814","IT-CA1",42.3804,12.0266,"2011-09-30 09:00:00","DBF","Temperate",20.68,470.9,54.74,1.104,3.85,387.342,0.476,0.802634,0,1,1,0,0.232257732821275
"826688","AU-Tum",-35.6566,148.1517,"2014-02-06 12:00:00","EBF","Temperate",20.48,1080,36,1.542,2.74,340.9,0.21,5.1920185,0,1,1,1,0.746077243051778
"714437","CA-TP3",42.7068,-80.3483,"2014-10-07 12:00:00","ENF","Continental",14.28,265.616,79.21,0.339,2.672,402.863,0.089,3.8140342,0,1,1,0,0.505818693400049
"203211","US-MMS",39.3232,-86.4131,"2006-10-06 10:00:00","DBF","Continental",10.65,661.12,60.73,0.506,3.88,390.83,0.36,4.4132175,0,1,1,0,0.611190781559099
"899497","AU-Emr",-23.8587,148.4746,"2011-08-23 15:00:00","GRA","Arid",22.12,522,43,1.5185,5.99,380.6,0.081,0.62986904,0,1,1,1,0.0588119179015955
"97807","US-Ton",38.4309,-120.966,"2010-09-19 11:30:00","WSA","Temperate",21.92,779.92,57.03,1.13,1.844,376.87,0.066,1.0016676,0,1,1,0,0.0426003228655991
"395982","IT-SRo",43.7279,10.2844,"2007-06-03 17:00:00","ENF","Temperate",23.7,299.5,60.3648,1.1619,1.096,392.183,0.1145,3.3548598,0,1,1,1,0.272870003345288
"179171","US-Oho",41.5545,-83.8438,"2013-10-28 10:30:00","DBF","Continental",8.816,376.485,63.544,0.414,1.235,408.894,0.18769,1.3049163,0,1,1,0,0.23936761966856
"728235","CA-SF3",54.0916,-106.0053,"2002-08-23 18:00:00","OSH","Continental",26.3,219.6,36.4,2.185,2.49,350.83,0.18,1.1275692,0,1,1,1,0.0211898856527603
"397369","IT-SRo",43.7279,10.2844,"2007-08-30 15:00:00","ENF","Temperate",26.13,504,76.288,0.8034,2.33,390.739,0.13491,3.1387644,0,1,1,0,0.119211941626713
"276364","US-CRT",41.6285,-83.3471,"2012-12-23 10:30:00","CRO","Continental",-0.942,315.385,73.175,0.154,2.381,388.091,0.4554,0.3218793,0,1,1,0,1.74480950550558
"581216","DE-Tha",50.9626,13.5651,"2010-10-18 13:00:00","ENF","Continental",6.715,460.329,62.6233,0.3673,1.521,401.392,0.226,2.0432479,0,1,1,0,0.263921349554143
"161448","US-SRC",31.9083,-110.8395,"2011-12-04 15:00:00","OSH","Arid",6.44,362,68.407,0.305,1.37,389,0.148,0.20000002,0,1,1,1,0.189278202798014
"248934","US-IB2",41.8406,-88.241,"2006-08-12 17:00:00","GRA","Continental",24.6,232.8,44.6,1.721,2.06,326.149,0.347,2.6375363,0,1,1,0,0.129144927537333
"50044","US-Var",38.4133,-120.9508,"2005-03-24 16:00:00","GRA","Temperate",14.34,396.82,48.794,0.837,1.826,384.482,0.21791,3.7566752,0,1,1,1,0.248993958083569
"860530","AU-How",-12.4943,131.1523,"2010-08-10 13:30:00","WSA","Tropical",31.34,803,20,3.6652,2.81,366,0.054,1.3454432,0,1,1,0,0.113414409533558
"545961","ES-LJu",36.9266,-2.7521,"2011-04-17 10:00:00","OSH","Arid",9.638,580.512,36.2939,0.7637,2.079,369.254,0.19059,0.47846833,0,1,1,1,0.076942370283604
"678578","CH-Cha",47.2102,8.4104,"2011-04-17 14:00:00","GRA","Continental",17.184,782.19,24.665,1.4773,2.024,393.143,0.4367,6.2891011,0,1,1,1,0.392552481477041
"886894","AU-Gin",-31.3764,115.7138,"2013-07-06 14:00:00","WSA","Temperate",18.22,507,33,1.4025,3.66,379.9,0.03,0.67285544,0,1,1,0,0.139413470227157
"570369","DE-Tha",50.9626,13.5651,"2004-08-01 09:30:00","ENF","Continental",19.65,442.32,65.94,0.7795,2.17,374.574,0.175,3.6016665,0,1,1,1,0.386276884469327
"29627","US-Whs",31.7438,-110.0522,"2010-10-10 10:30:00","OSH","Arid",22.1,812,19.65,2.137,1.746,377.035,0.02,0.36048025,0,1,1,0,0.0137136846386005
"473765","IT-Lav",45.9562,11.2813,"2011-03-27 10:30:00","ENF","Temperate",4.147,256.916,96.081,0.0322,0.926,389.435,0.429,1.7402768,0,1,1,0,0.36379259792924
"403812","IT-Ro2",42.3903,11.9209,"2004-09-21 11:00:00","DBF","Temperate",25.74,672.1,59.84,1.3297,1.351,375.425,0.262,1.6728997,0,1,1,0,0.159258312455883
"700381","CA-TP4",42.7102,-80.3574,"2014-10-30 11:30:00","ENF","Continental",7.83,217.9,63.7,0.385,1.684,398.772,0.1,1.4658288,0,1,1,0,0.400899025973668
"313618","US-ARc",35.5465,-98.04,"2005-06-02 08:30:00","GRA","Temperate",23.61,445.6,82.9,0.501,6.401,366.175,0.24535,1.896488,0,1,1,1,0.493238209268788
"263999","US-Goo",34.2547,-89.8735,"2006-03-27 08:30:00","GRA","Temperate",11.3,563,47.5,0.706,4.07,-9999,0.43,1.372682,0,1,1,0,0.270850080553482
"159076","US-SRC",31.9083,-110.8395,"2010-09-09 10:30:00","OSH","Arid",28.7,865,37.036,2.479,4.04,371,0.122,0.48149222,0,1,1,1,0.07546617933337
"896876","AU-Fog",-12.5452,131.3072,"2007-09-11 12:30:00","WET","Tropical",31.44,988,42,2.6724,3,339.8,0.932,1.0277833,0,1,1,0,0.106005778506494
"623797","DE-Gri",50.95,13.5126,"2007-08-19 14:00:00","GRA","Continental",23.607,508.533,45.4801,1.5893,1.911,368.484,0.36937,5.3577466,0,1,1,0,0.568437721539471
"53501","US-Var",38.4133,-120.9508,"2007-03-25 13:00:00","GRA","Temperate",17.218,706.65,68.116,0.627,1.333,365.481,0.12958,2.7320721,0,1,1,1,0.395609648333635
"953501","AU-Cum",-33.6152,150.7236,"2014-04-14 13:00:00","EBF","Temperate",20.39,335,59,0.9824,2.12,393,0.149,1.8089271,0,1,1,1,0.409440900561363
"962690","AU-Cpr",-34.0021,140.5891,"2013-10-28 16:00:00","SAV","Arid",23.34,437,28,2.0653,5.94,381.3,0.032,0.49999997,0,1,1,0,0.049515814945326
"888364","AU-Gin",-31.3764,115.7138,"2014-01-13 06:30:00","WSA","Temperate",22.77,181,72,0.776,5.88,360.9,0.0279999999999999,1.1639639,0,1,1,0,0.116355813175544
"593799","DE-Obe",50.7867,13.7213,"2011-09-15 08:30:00","ENF","Continental",10.41,433.52,74.11,0.3269,4.38,379.233,0.3549,2.5020108,0,1,1,0,0.278488910850604
"294309","US-Blo",38.8953,-120.6328,"2005-06-14 11:00:00","ENF","Temperate",22.251,1008.54,30.837,1.907,3.652,376.148,0.25457,1.9101788,0,1,1,0,0.275506918060609
"345585","RU-Fyo",56.4615,32.9221,"2010-05-19 11:00:00","ENF","Continental",17.06,804.933,48.56,1.0008,3.193,391.623,0.5544,3.5972188,0,1,1,1,0.319022231094228
"788161","AU-Ync",-34.9893,146.2907,"2013-10-04 16:00:00","GRA","Arid",19.95,259,28,1.6788,2.39,369.3,0.093,0.96338952,0,1,1,0,0.067259857190199
"795417","AU-Wom",-37.4222,144.0944,"2014-02-27 15:30:00","EBF","Temperate",15.42,721,53,0.8237,4.37,343.6,0.187,5.1218596,0,1,1,1,0.248465534918372
"114972","US-Syv",46.242,-89.3477,"2006-04-29 09:00:00","MF","Continental",9.388,250.641,39.312,0.719,2.545,389.248,0.236,0.99063534,0,1,1,0,0.107403007153943
"337824","SD-Dem",13.2829,30.4783,"2008-08-02 10:00:00","SAV","Arid",28.7,713,67.0521,1.2974,4.361,389.43,0.081,0.64747024,0,1,1,1,0.367133815792462
"445586","IT-MBo",46.0147,11.0458,"2004-08-15 17:00:00","GRA","Continental",16.844,375.88,67.337,0.6269,1.867,338.799,0.48523,2.256861,0,1,1,1,0.423216450433958
"962270","AU-Cpr",-34.0021,140.5891,"2013-09-10 07:00:00","SAV","Arid",12.46,134,77,0.3326,1.54,380.2,0.03,0.46827644,0,1,1,0,0.304500117545902
"473954","IT-Lav",45.9562,11.2813,"2011-04-11 09:00:00","ENF","Temperate",11.24,542.893,30.026,0.9336,0.911,384.881,0.373,2.3473325,0,1,1,1,0.282804960920851
"615016","DE-Hai",51.0792,10.4522,"2002-08-07 15:00:00","DBF","Continental",17.03,120.07,81.27,0.3637,2.76,359.6,0.2342,4.9556007,0,1,1,1,0.330286111859944
"259791","US-Goo",34.2547,-89.8735,"2003-08-08 16:30:00","GRA","Temperate",29.2,384,64.6,1.441,1.92,-9999,0.32,4.0159564,0,1,1,1,0.281678691607653
"395453","IT-SRo",43.7279,10.2844,"2007-04-19 10:30:00","ENF","Temperate",17.72,804,79.9744,0.4062,2.196,405.799,0.11162,3.1081295,0,1,1,1,0.702991564151234
"434500","IT-Noe",40.6062,8.1517,"2007-08-04 15:00:00","CSH","Temperate",29.98,746.28,51,2.0773,3.213,364.911,0.16823,1.6464758,0,1,1,0,0.0179737598857689
"789356","AU-Wom",-37.4222,144.0944,"2010-10-24 14:30:00","EBF","Temperate",11.64,814,60,0.548,3.33,376.1,0.239,4.9120445,0,1,1,0,0.641891718004447
"180980","US-NR1",40.0329,-105.5464,"2007-06-17 12:00:00","ENF","Continental",19.45,1036.25,20.48,1.797,5.82,383.624,0.204,1.6674907,0,1,1,0,0.164838339858453
"399775","IT-SR2",43.732,10.2909,"2014-02-24 08:30:00","ENF","Temperate",6.922,230.532,77.85,0.2208,1.066,413.145,0.2087,1.9803885,0,1,1,0,0.13367612980196
"842781","AU-Rig",-36.6499,145.5759,"2011-04-09 10:00:00","GRA","Temperate",22.53,573,48,1.4203,5.45,338.9,0.159,0.6935432,0,1,1,0,0.0355733991951563
"391436","IT-SRo",43.7279,10.2844,"2005-10-01 11:30:00","ENF","Temperate",21.15,675.172,37.888,1.5595,1.477,373.75,0.1392,2.8355398,0,1,1,0,0.248025718031548
"752925","CA-Gro",48.2167,-82.1556,"2003-10-10 14:00:00","MF","Continental",21.438,489.805,48.327,1.32,4.986,379.44,0.45355,1.2148681,0,1,1,1,0.123286999647103
"423104","IT-PT1",45.2009,9.061,"2003-09-01 14:30:00","DBF","Temperate",21.61,667.632,47.616,1.3528,2.906,366.312,0.18647,0.78003973,0,1,1,0,0.15603585340523
"166522","US-Prr",65.1237,-147.4876,"2012-07-10 10:00:00","ENF","Continental",12.727,237.047,71.704,0.417,2.449,368.302,0.54467,2.0584848,0,1,1,1,0.218995174941053
"428244","IT-Noe",40.6062,8.1517,"2005-04-27 12:30:00","CSH","Temperate",19.03,919.36,64.4,0.784,2.483,388.674,0.27445,1.8906236,0,1,1,1,0.18199401263812
"650888","CN-Cng",44.5934,123.5092,"2008-09-02 11:00:00","GRA","Continental",23.72,803.225,32.96,1.9666,5.254,346.673,0.535,0.61370689,0,1,1,0,0.198145379359141
"718754","CA-TP1",42.6609,-80.5595,"2008-07-31 15:00:00","ENF","Continental",26.05,310.856,69.93,1.014,2.141,381.759,0.102,2.7953224,0,1,1,1,0.0400517333489724
"602977","DE-Lnf",51.3282,10.3678,"2011-08-02 10:00:00","DBF","Continental",17.43,569.97,80.47,0.389,2.37,409.21,0.1851,4.9137468,0,1,1,0,0.79406864239464
"155733","US-SRC",31.9083,-110.8395,"2009-09-24 10:00:00","OSH","Arid",27.152,766.811,42.886,2.055,2.15,353.014,0.05846,0.37013099,0,1,1,1,0.0550663746154258
"173172","US-Oho",41.5545,-83.8438,"2009-07-07 08:00:00","DBF","Continental",20.364,548.799,62.312,0.901,2.125,371.605,0.17,5.8034163,0,1,1,1,0.622110019506281
"828701","AU-TTE",-22.287,133.64,"2014-02-06 14:30:00","GRA","Arid",33.6,871,24,3.9545,4.69,382,0.07,0.67797273,0,1,1,1,0.191265310866124
"971328","AU-ASM",-22.283,133.249,"2014-03-21 08:00:00","SAV","Arid",27.18,294,45,1.9823,2.01,384,0.04,0.50000006,0,1,1,1,0.0242791073632825
"849422","AU-Lox",-34.4704,140.6551,"2009-01-08 10:30:00","DBF","Arid",19.48,1058,43,1.2909,3.72,349.9,0.149,1.3078126,0,1,1,1,0.926073502499606
"711280","CA-TP3",42.7068,-80.3483,"2012-12-19 14:30:00","ENF","Continental",5.135,130.364,73.73,0.232,1.735,416.151,0.11701,0.69987857,0,1,1,0,0.154544795646149
"271245","US-GLE",41.3665,-106.2399,"2012-06-20 13:30:00","ENF","Continental",7.511,963.321,21.926,0.814,4.344,392.689,0.3872,0.85978544,0,1,1,1,0.192103051605641
"531726","FI-Hyy",61.8474,24.2948,"2008-05-05 09:00:00","ENF","Continental",9.05,284.737,57.47,0.4901,5.93,385.68,0.20924,1.4839904,0,1,1,0,0.23172412713903
"420330","IT-Ren",46.5869,11.4337,"2012-09-18 14:30:00","ENF","Continental",15,545.2,51.3333,0.8302,2.288,390.864,0.17462,2.9472954,0,1,1,0,0.396514550159686
"806899","AU-Wac",-37.4259,145.1878,"2008-04-16 15:00:00","EBF","Temperate",12.27,300,72,0.3999,4.68,349.5,0.255,1.5293674,0,1,1,0,0.325338427167486
"300192","US-Blo",38.8953,-120.6328,"2007-09-26 15:30:00","ENF","Temperate",21.284,304.845,27.877,1.861,2.029,381.739,0.08681,3.0468681,0,1,1,0,0.074556109821335
"610097","DE-Kli",50.8931,13.5224,"2011-05-29 14:00:00","CRO","Continental",19.82,818,35.42,1.4937,4.81,372.48,0.1731,3.9378674,0,1,1,1,0.391889523040234
"896599","AU-Fog",-12.5452,131.3072,"2007-08-11 13:30:00","WET","Tropical",31.29,839,35,2.9695,2.53,348.4,0.991,1.0047927,0,1,1,0,0.184530418465244
"83145","US-Ton",38.4309,-120.966,"2006-06-11 16:30:00","WSA","Temperate",24.78,439.363,40.24,1.868,3.673,369.147,0.109,1.4229461,0,1,1,1,0.059928995670238
"332108","US-AR1",36.4267,-99.42,"2011-05-17 16:00:00","GRA","Temperate",24.14,386.411,43.591,1.705,6.194,373.501,0.1671,0.66769415,0,1,1,1,0.0245390268516023
"51705","US-Var",38.4133,-120.9508,"2006-04-29 10:00:00","GRA","Temperate",15.09,621.95,87.29,0.218,1.158,374.281,0.16766,2.6670785,0,1,1,1,0.643286526107272
"229025","US-Me2",44.4523,-121.5574,"2013-08-19 12:00:00","ENF","Temperate",25.04,908.67,29.93,2.234,3.943,392.507,0.09,2.3422327,0,1,1,0,0.0224930981357501
"410043","IT-Ro2",42.3903,11.9209,"2011-06-02 14:00:00","DBF","Temperate",25.64,363.51,59.53,1.332,1.641,404.825,0.168,2.8838098,0,1,1,1,0.328097494488716
"217771","US-Me2",44.4523,-121.5574,"2005-05-31 13:00:00","ENF","Temperate",9.6,543.6,69.6,0.363,5.37,375.7,0.282,1.6645277,0,1,1,1,0.404329958681074
"938678","AU-DaS",-14.1593,131.3881,"2013-05-10 08:30:00","SAV","Tropical",23.83,190,80,0.5909,1.15,361.1,0.035,1.0333784,0,1,1,0,0.175148097657064
"953263","AU-Cum",-33.6152,150.7236,"2014-03-09 11:30:00","EBF","Temperate",26.07,984,51,1.6544,1.88,386.7,0.126,2.0617249,0,1,1,0,0.325333295034561
"78824","US-Ton",38.4309,-120.966,"2005-04-19 09:30:00","WSA","Temperate",16.25,807.753,33.58,1.227,5.335,363.495,0.325,2.4574969,0,1,1,1,0.451048626075484
"124377","US-SRM",31.8214,-110.8661,"2008-08-19 12:00:00","WSA","Arid",30.4,972,33.902,2.87,0.963,378.064,0.0421999999999999,0.81482184,0,1,1,1,0.0535618703364938
"619965","DE-Hai",51.0792,10.4522,"2007-07-26 14:30:00","DBF","Continental",22.88,696.39,49.12,1.4195,3.61,367.22,0.33267,5.5964804,0,1,1,1,0.524281560119289
"724790","CA-TP1",42.6609,-80.5595,"2011-06-06 17:30:00","ENF","Continental",26.13,420.16,34.85,2.207,0.949,381.186,0.072,1.8807997,0,1,1,1,0.0799275489137803
"362837","NL-Loo",52.1666,5.7436,"2009-09-11 13:30:00","ENF","Temperate",17.03,323,71.2,0.5593,3.206,362.57,0.035,2.3095152,0,1,1,0,0.466842409546075
"338133","SD-Dem",13.2829,30.4783,"2008-08-31 16:00:00","SAV","Arid",32.43,297,49.0833,2.4811,5.412,381.31,0.084,0.64508647,0,1,1,1,0.0595504003159362
"149688","US-SRG",31.7894,-110.8277,"2013-03-17 16:00:00","GRA","Arid",23.06,404.522,13.517,2.438,4.644,387.575,0.084,0.20872836,0,1,1,0,0.0402319183521858
"722604","CA-TP1",42.6609,-80.5595,"2010-05-26 16:00:00","ENF","Continental",27.36,637.52,56.35,1.59,1.904,390.879,0.096,1.5440074,0,1,1,0,0.113715986183961
"470185","IT-Lav",45.9562,11.2813,"2008-11-09 11:00:00","ENF","Temperate",6.398,319.052,84.203,0.1519,1.121,380.593,0.36567,1.323063,0,1,1,0,0.958652622639006
"602686","DE-Lnf",51.3282,10.3678,"2011-04-23 15:00:00","DBF","Continental",20.72,595.1,30.29,1.7046,3.3,388.44,0.3306,2.0540068,0,1,1,0,0.11562610158917
"725285","CA-TP1",42.6609,-80.5595,"2011-07-12 13:00:00","ENF","Continental",29.16,1136.2,65.17,1.409,1.898,381.205,0.07,2.9682961,0,1,1,0,0.0124748837931969
"657403","CH-Fru",47.1158,8.5378,"2007-07-16 11:00:00","GRA","Arctic",26.866,923.22,33.726,2.345,1.461,350.867,0.30058,3.9865105,0,1,1,0,0.226385555413203
"102838","US-Ton",38.4309,-120.966,"2012-05-21 11:00:00","WSA","Temperate",22.07,929.025,41.92,1.542,2.942,400.074,0.162,1.7148337,0,1,1,1,0.325313834896212
"984436","AT-Neu",47.1167,11.3175,"2010-04-17 09:00:00","GRA","Continental",9.2,584.12,71.29,0.3342,2.36,437.127,0.29,1.3566086,0,1,1,0,0.606125185098584
"917375","AU-Dry",-15.2588,132.3706,"2012-11-28 07:30:00","SAV","Tropical",26.59,228,75,0.8704,1.16,396.4,0.04,1.0156512,0,1,1,0,0.0644487179492437
"458277","IT-MBo",46.0147,11.0458,"2011-10-11 14:00:00","GRA","Continental",17.164,524.12,31.799,1.3357,0.443,396.919,0.39786,1.109995,0,1,1,0,0.0551689089307333
"386421","IT-SRo",43.7279,10.2844,"2003-05-26 16:00:00","ENF","Temperate",19.36,206.857,72.0896,0.6274,1.997,381.118,0.08845,3.8787203,0,1,1,1,0.100552459179823
"45969","US-Var",38.4133,-120.9508,"2002-02-06 10:30:00","GRA","Temperate",12.64,533.6,54.88,0.66,2.223,375.93,0.21748,1.2952833,0,1,1,1,0.368894883803204
