,Unnamed: 0,Site,Lat,Lon,Datetime,PFT,Climate,Tair,SW,RH,VPD,WS,Ca,SWC,LAI,flag_rain,flag_daytime,flag_GS,flag_peak,Gs
982,118711,US-SRM,31.8214,-110.8661,2004-10-09 09:00:00,WSA,Arid,24.55,556.2,22.77,2.382,4.826,373.262,0.024,0.39795667,0,1,1,0,0.016584650780354
456,97643,US-Ton,38.4309,-120.966,2010-09-07 08:00:00,WSA,Temperate,20.68,531.013,34.63,1.594,1.241,398.41,0.066,1.0504506,0,1,1,0,0.0399200921608588
4119,90159,US-Ton,38.4309,-120.966,2008-06-21 14:30:00,WSA,Temperate,37.77,767.395,12.9,5.698,4.35,385.005,0.074,1.1309048,0,1,1,0,0.0142080540455647
1079,843064,AU-Rig,-36.6499,145.5759,2011-05-07 12:30:00,GRA,Temperate,14.28,306.0,62.0,0.6188,2.12,328.2,0.173,0.69629133,0,1,1,0,0.0903440232688404
1950,670274,CH-Dav,46.8153,9.8559,2010-03-23 11:00:00,ENF,Arctic,6.4,625.697,64.3333,0.343,2.67,394.884,0.2465,0.1465165,0,1,1,0,0.184371827659745
4314,724756,CA-TP1,42.6609,-80.5595,2011-06-03 17:00:00,ENF,Continental,19.36,405.028,34.44,1.473,1.297,382.915,0.073,1.9611657,0,1,1,1,0.125956004215763
689,717075,CA-TP1,42.6609,-80.5595,2004-09-24 14:30:00,ENF,Continental,25.63,601.229,55.44,1.466,2.032,370.464,0.109,1.7095574,0,1,1,1,0.0464359093424978
2429,312217,US-ARM,36.6058,-97.4888,2011-06-29 15:30:00,CRO,Temperate,37.81,719.0,28.14,4.736,5.7,368.815,0.118,0.75814891,0,1,1,0,0.0470406880604206
641,341167,RU-Ha1,54.7252,90.0022,2003-06-12 17:00:00,GRA,Arid,29.8,475.28,30.22,2.9278,1.476,361.463,0.269,1.2787093,0,1,1,1,0.101154417753301
2392,730374,CA-SF3,54.0916,-106.0053,2004-04-18 14:30:00,OSH,Continental,7.0,346.7,40.3,0.601,2.49,376.156,0.25,0.42310584,0,1,1,0,0.0797832316042689
1953,250748,US-IB2,41.8406,-88.241,2007-09-16 10:00:00,GRA,Continental,17.6,704.0,45.1,1.11,2.93,355.663,0.276,2.3842094,0,1,1,0,0.763179029402872
2748,827208,AU-Tum,-35.6566,148.1517,2014-06-11 12:00:00,EBF,Temperate,8.21,419.0,73.0,0.2939,1.22,367.8,0.33,3.8237696,0,1,1,0,1.07160854966788
4313,368085,NL-Loo,52.1666,5.7436,2012-03-26 15:00:00,ENF,Temperate,16.3,465.8,47.32,0.9767,3.17,389.89,0.07,1.2446518,0,1,1,0,0.215925483227377
3435,537659,ES-LJu,36.9266,-2.7521,2007-11-14 10:30:00,OSH,Arid,14.08,386.311,17.6775,1.3233,1.838,373.303,0.25895,0.30000001,0,1,1,0,0.0889861226115351
3336,845435,AU-Rig,-36.6499,145.5759,2013-10-31 17:00:00,GRA,Temperate,22.1,246.0,34.0,1.7561,3.13,367.5,0.146,1.8359842,0,1,1,1,0.0769238663822915
4766,154087,US-SRC,31.9083,-110.8395,2009-01-27 13:00:00,OSH,Arid,9.734,718.835,53.293,0.564,3.455,373.709,0.10879,0.2,0,1,1,0,0.100190189351654
3370,356943,NL-Loo,52.1666,5.7436,2006-07-25 11:30:00,ENF,Temperate,27.69,570.9,46.55,1.9847,2.47,367.99,0.051,2.267581,0,1,1,1,0.135546520598985
1884,852388,AU-How,-12.4943,131.1523,2006-07-30 13:00:00,WSA,Tropical,30.32,874.0,30.0,3.0259,1.98,358.4,0.075,1.1040868,0,1,1,0,0.10319598778095
389,919805,AU-Dry,-15.2588,132.3706,2014-01-31 10:30:00,SAV,Tropical,28.47,808.0,72.0,1.088,1.49,384.8,0.114,1.8787092,0,1,1,1,0.386057922792338
2494,356692,NL-Loo,52.1666,5.7436,2006-07-04 12:00:00,ENF,Temperate,29.96,888.0,30.32,2.9506,2.98,366.73,0.055,2.2660151,0,1,1,1,0.145078922428767
3878,734866,CA-SF2,54.2539,-105.8775,2003-08-19 14:30:00,ENF,Continental,28.7,601.8,32.5,2.669,1.89,354.127,0.07,2.0693233,0,1,1,1,0.0634618249945007
3856,939289,AU-DaS,-14.1593,131.3881,2013-06-18 10:30:00,SAV,Tropical,23.85,610.0,33.0,1.9818,2.67,350.5,0.034,1.0087192,0,1,1,0,0.110559353748611
845,454927,IT-MBo,46.0147,11.0458,2009-10-19 09:00:00,GRA,Continental,-0.249,391.398,57.391,0.2557,1.379,383.512,0.4545,0.9495396,0,1,1,0,0.197475595450381
542,624108,DE-Gri,50.95,13.5126,2007-10-17 10:30:00,GRA,Continental,17.193,445.533,64.0621,0.7052,3.041,390.025,0.4401,3.9144731,0,1,1,0,0.491209769855557
91,606355,DE-Lkb,49.0996,13.3047,2013-07-02 15:30:00,ENF,Continental,17.9,662.17,49.62,1.0336,1.213,357.926,0.34,3.4650526,0,1,1,1,0.122116939945358
3889,468395,IT-Lav,45.9562,11.2813,2008-03-14 08:00:00,ENF,Temperate,3.994,278.448,57.266,0.3475,1.287,394.018,0.385,1.6427596,0,1,1,0,0.30852886585513
1979,99901,US-Ton,38.4309,-120.966,2011-07-12 14:30:00,WSA,Temperate,26.14,816.5,36.03,2.168,3.081,380.437,0.119,1.3189667,0,1,1,0,0.107190288561577
2812,435956,IT-Noe,40.6062,8.1517,2011-10-27 09:00:00,CSH,Temperate,19.02,214.22,75.1,0.548,0.673,376.432,0.19139,1.1923581,0,1,1,0,0.0922424854970661
4082,823692,AU-Tum,-35.6566,148.1517,2011-11-19 13:00:00,EBF,Temperate,22.21,717.0,54.0,1.2322,4.15,366.189,0.26,4.6211066,0,1,1,0,0.394700376175811
2902,906249,AU-Emr,-23.8587,148.4746,2013-09-02 16:00:00,GRA,Arid,28.62,317.0,28.0,2.8221,4.02,388.8,0.063,0.77145761,0,1,1,0,0.0274952330618131
2529,39902,US-WCr,45.8059,-90.0799,2006-08-11 10:30:00,DBF,Continental,19.808,814.731,81.459,0.431,1.283,368.804,0.31198,5.3980799,0,1,1,1,1.10421716358123
1676,761742,BR-Sa3,-3.018,-54.9714,2001-12-09 13:30:00,EBF,Tropical,31.17,434.63,50.797,2.242,2.35,377.0,0.23,2.4390924,0,1,1,0,0.23657081304556
1048,506879,IT-CA2,42.3772,12.026,2011-11-16 12:00:00,CRO,Temperate,14.61,498.3,43.66,0.9372,2.08,373.863,0.221,1.5401391,0,1,1,1,1.20320393006886
1960,586584,DE-Tha,50.9626,13.5651,2013-07-19 09:30:00,ENF,Continental,21.11,713.85,55.2,1.122,3.74,387.68,0.2073,1.8538001,0,1,1,1,0.208010556164246
2530,640429,DE-Geb,51.0997,10.9146,2006-07-04 09:00:00,CRO,Continental,23.69,679.15,57.79,1.2366,2.1,355.651,0.2101,2.8140612,0,1,1,1,0.564357830042621
3992,181059,US-NR1,40.0329,-105.5464,2007-06-24 13:30:00,ENF,Continental,21.16,606.77,17.03,2.084,2.62,384.07,0.145,1.7452948,0,1,1,0,0.155039256189659
237,434500,IT-Noe,40.6062,8.1517,2007-08-04 15:00:00,CSH,Temperate,29.98,746.28,51.0,2.0773,3.213,364.911,0.16823,1.6464758,0,1,1,0,0.0179737598857689
3097,776917,BE-Vie,50.3049,5.9981,2011-07-06 07:00:00,MF,Temperate,15.69,321.0,74.421,0.4561,5.227,405.378,0.28,2.8958333,0,1,1,1,0.354058750827578
3488,647368,CN-Du3,42.0551,116.2809,2009-09-04 15:30:00,GRA,Continental,21.408,137.174,60.899,0.9975,6.019,354.506,0.15508,0.90991294,0,1,1,1,0.101451828579609
1133,335516,SN-Dhr,15.4028,-15.4322,2012-09-14 15:30:00,SAV,Arid,34.895,643.583,44.4984,3.1035,3.379,-9999.0,0.05945,1.4710901,0,1,1,1,0.130289591149437
1805,41373,US-WCr,45.8059,-90.0799,2011-09-05 14:00:00,DBF,Continental,14.842,676.127,68.384,0.536,1.141,374.173,0.31191,5.4570365,0,1,1,0,0.780417027416122
4317,565944,DE-Tha,50.9626,13.5651,2001-11-24 11:30:00,ENF,Continental,0.174,168.315,93.9707,0.0373,2.496,376.421,0.2593,0.70326608,0,1,1,0,0.391088352039377
163,424469,IT-PT1,45.2009,9.061,2004-08-09 14:30:00,DBF,Temperate,27.07,494.527,78.1312,0.7831,1.395,355.566,0.19117,1.308776,0,1,1,0,0.827088621034364
3492,535279,FI-Hyy,61.8474,24.2948,2011-07-31 16:00:00,ENF,Continental,20.74,502.36,41.83,1.4241,4.15,374.53,0.15659,2.1371999,0,1,1,1,0.253169403829846
4709,913906,AU-Dry,-15.2588,132.3706,2012-02-12 17:30:00,SAV,Tropical,36.82,321.0,16.0,5.2207,2.43,343.0,0.05,1.4645058,0,1,1,0,0.0552830075593709
4630,286856,US-Blo,38.8953,-120.6328,2003-01-20 12:30:00,ENF,Temperate,13.537,557.18,32.969,0.997,2.094,372.366,0.30765,1.4277428,0,1,1,0,0.224952575084479
3453,496209,IT-Cp2,41.7043,12.3573,2013-08-19 10:00:00,EBF,Temperate,28.5,694.0,69.0,1.2066,2.7,378.759,0.045,3.0371153,0,1,1,0,0.216190125494712
3199,972404,AU-ASM,-22.283,133.249,2014-07-18 12:00:00,SAV,Arid,15.22,794.0,38.0,1.0727,4.35,383.4,0.083,0.30000001,0,1,1,0,0.0880539579333956
3634,682346,CA-TPD,42.6353,-80.5577,2014-09-24 13:00:00,DBF,Continental,20.79,750.689,58.2,1.026,3.241,389.706,0.119,2.7363503,0,1,1,0,0.582269453326914
3939,846355,AU-Rig,-36.6499,145.5759,2014-09-06 09:00:00,GRA,Temperate,12.04,519.0,69.0,0.4361,3.7,377.8,0.183,4.9829059,0,1,1,1,0.649007511419761
1811,350489,NL-Loo,52.1666,5.7436,2003-06-17 12:30:00,ENF,Temperate,23.6,748.0,43.52,1.6457,2.59,362.37,0.08113,1.9740263,0,1,1,1,0.335560647308154
3649,615417,DE-Hai,51.0792,10.4522,2003-05-06 11:30:00,DBF,Continental,20.09,786.73,69.91,0.7077,3.35,373.02,0.2919,3.4292381,0,1,1,1,0.292451427088712
4049,796163,AU-Wom,-37.4222,144.0944,2014-09-20 14:00:00,EBF,Temperate,9.96,716.0,63.0,0.4533,2.78,380.5,0.264,4.0423741,0,1,1,0,0.60504155872413
1428,117351,US-SRM,31.8214,-110.8661,2004-05-03 14:30:00,WSA,Arid,30.32,858.0,6.942,4.023,1.066,376.422,0.018,0.33750004,0,1,1,0,0.0056568577200554
3613,820064,AU-Tum,-35.6566,148.1517,2009-06-13 12:00:00,EBF,Temperate,3.39,315.0,60.0,0.3117,2.62,370.6,0.31,4.809866,0,1,1,0,0.664700459425247
3131,971524,AU-ASM,-22.283,133.249,2014-04-03 09:00:00,SAV,Arid,25.07,482.0,44.0,1.7818,4.41,381.6,0.036,0.47993425,0,1,1,1,0.0352645179931789
3396,265131,US-Goo,34.2547,-89.8735,2006-07-08 09:30:00,GRA,Temperate,28.1,778.0,72.8,1.039,2.1,-9999.0,0.32,3.8229098,0,1,1,0,0.240791692803024
4460,919294,AU-Dry,-15.2588,132.3706,2013-05-20 15:30:00,SAV,Tropical,31.61,510.0,45.0,2.5587,2.87,371.5,0.04,1.2863818,0,1,1,0,0.140452866406319
4649,869168,AU-How,-12.4943,131.1523,2013-04-16 08:00:00,WSA,Tropical,28.63,273.0,79.0,0.8236,1.35,401.1,0.103,1.9742914,0,1,1,0,0.556531139523343
2820,394369,IT-SRo,43.7279,10.2844,2006-09-29 14:00:00,ENF,Temperate,23.2,509.6,75.5712,0.6948,2.326,392.37,0.19142,3.4980581,0,1,1,0,0.457920994745316
1452,122213,US-SRM,31.8214,-110.8661,2007-04-18 15:30:00,WSA,Arid,25.79,628.1,14.04,2.854,5.373,363.152,0.039,0.30000001,0,1,1,0,0.0225938787977574
593,837020,AU-Stp,-17.1507,133.3502,2013-04-18 14:00:00,GRA,Arid,35.6,885.0,19.0,4.7088,2.86,381.3,0.114,0.80634648,0,1,1,1,0.0562616197943851
41,428057,IT-Noe,40.6062,8.1517,2005-04-12 12:00:00,CSH,Temperate,15.77,895.93,74.3,0.4606,2.152,381.995,0.36508,1.629292,0,1,1,1,0.200291928919074
560,817034,AU-Tum,-35.6566,148.1517,2007-11-13 11:00:00,EBF,Temperate,18.87,1090.0,38.0,1.3518,3.15,376.8,0.26,3.3244467,0,1,1,0,0.372646714695439
3273,461999,IT-Lav,45.9562,11.2813,2005-01-08 14:30:00,ENF,Temperate,6.486,284.23,36.342,0.6158,1.092,383.815,0.35788,0.73542058,0,1,1,0,0.0734816532650681
3244,95542,US-Ton,38.4309,-120.966,2010-04-25 15:00:00,WSA,Temperate,26.42,591.65,21.33,2.71,3.814,368.738,0.378,2.2853935,0,1,1,1,0.162718530236347
243,752925,CA-Gro,48.2167,-82.1556,2003-10-10 14:00:00,MF,Continental,21.438,489.805,48.327,1.32,4.986,379.44,0.45355,1.2148681,0,1,1,1,0.123286999647103
1339,1483,ZM-Mon,-15.4391,23.2525,2008-05-09 15:00:00,DBF,Tropical,29.393,669.857,34.7433,2.6747,2.711,368.012,0.05697,1.4602784,0,1,1,0,0.12382563288026
2780,730273,CA-SF3,54.0916,-106.0053,2004-04-10 17:30:00,OSH,Continental,3.8,277.4,32.8,0.542,2.63,376.501,0.23,0.32820079,0,1,1,0,0.0513062533966758
3187,582206,DE-Tha,50.9626,13.5651,2011-05-29 10:00:00,ENF,Continental,18.47,885.4,36.61,1.3479,3.63,382.66,0.198,3.5653262,0,1,1,1,0.18905300036754
3799,795197,AU-Wom,-37.4222,144.0944,2014-02-01 16:00:00,EBF,Temperate,34.34,708.0,14.0,4.663,2.98,356.1,0.213,4.9070854,0,1,1,1,0.128615115630286
1442,146212,US-SRG,31.7894,-110.8277,2011-10-06 12:00:00,GRA,Arid,21.37,892.174,39.519,1.539,3.181,377.071,0.0528,0.5,0,1,1,0,0.0494176722232765
261,610097,DE-Kli,50.8931,13.5224,2011-05-29 14:00:00,CRO,Continental,19.82,818.0,35.42,1.4937,4.81,372.48,0.1731,3.9378674,0,1,1,1,0.391889523040234
2764,911685,AU-Dry,-15.2588,132.3706,2010-10-25 12:30:00,SAV,Tropical,37.18,771.0,26.0,4.6902,2.53,388.0,0.05,1.1038241,0,1,1,0,0.0148428768581429
1689,401743,IT-Ro2,42.3903,11.9209,2004-04-28 12:00:00,DBF,Temperate,19.32,699.967,61.43,0.8648,2.371,377.019,0.444,2.7443392,0,1,1,0,0.186650916933495
1725,563682,DK-Sor,55.4859,11.6446,2005-10-24 10:30:00,DBF,Temperate,6.54,352.0,58.28,0.4051,3.04,390.88,0.1095,2.0237556,0,1,1,0,0.55225574493588
4792,91632,US-Ton,38.4309,-120.966,2009-03-10 10:30:00,WSA,Temperate,8.35,723.26,50.12,0.548,2.771,397.972,0.347,1.1526809,0,1,1,1,0.399618717512703
834,832422,AU-Stp,-17.1507,133.3502,2011-05-16 16:30:00,GRA,Arid,26.43,315.0,22.0,2.69,4.34,313.9,0.083,0.79511029,0,1,1,0,0.0924840253228422
1866,445085,IT-Noe,40.6062,8.1517,2014-09-27 12:00:00,CSH,Temperate,26.75,721.1,47.1,1.8591,1.834,363.439,0.1921,1.301645,0,1,1,0,0.0327107098184891
2496,624804,DE-Gri,50.95,13.5126,2008-06-24 06:30:00,GRA,Continental,15.217,361.6,67.4667,0.5628,2.26,375.201,0.19787,4.9219584,0,1,1,1,0.256893317594656
2010,830856,AU-Stp,-17.1507,133.3502,2010-04-14 10:00:00,GRA,Arid,26.52,736.0,54.0,1.5949,4.61,381.2,0.138,0.93800497,0,1,1,1,0.118903661658317
340,416424,IT-Ren,46.5869,11.4337,2010-07-12 15:00:00,ENF,Continental,20.1,496.91,50.923,1.155,2.843,369.904,0.18222,3.9519138,0,1,1,1,0.205096876664346
2988,868780,AU-How,-12.4943,131.1523,2013-01-27 10:00:00,WSA,Tropical,32.12,720.0,70.0,1.4365,3.42,369.8,0.127,2.0361793,0,1,1,1,0.423476094339503
1601,731529,CA-SF3,54.0916,-106.0053,2004-08-11 15:30:00,OSH,Continental,19.7,614.5,52.1,1.104,2.55,357.216,0.2,1.7203497,0,1,1,1,0.132545362204106
3875,952951,AU-Cum,-33.6152,150.7236,2014-01-28 06:30:00,EBF,Temperate,18.0,284.0,84.0,0.3303,0.45,430.7,0.102,1.6811631,0,1,1,0,0.994313488320553
4694,58326,US-Var,38.4133,-120.9508,2010-05-20 12:30:00,GRA,Temperate,20.765,1026.7,38.714,1.503,2.949,393.086,0.11115,2.116096,0,1,1,0,0.304820070006652
480,732941,CA-SF3,54.0916,-106.0053,2006-04-18 14:00:00,OSH,Continental,15.9,698.6,22.3,1.409,3.26,381.235,0.23,0.46848598,0,1,1,0,0.0843049776209765
2825,633620,DE-Gri,50.95,13.5126,2013-10-03 09:30:00,GRA,Continental,7.8,518.38,50.74,0.5215,5.78,396.55,0.3065,4.94454,0,1,1,0,0.535176970812192
4329,524249,FR-Gri,48.8442,1.9519,2009-05-03 15:00:00,CRO,Temperate,11.55,140.1,83.5,0.2247,3.838,381.608,0.29188,2.0867558,0,1,1,1,0.586835135939041
3540,201416,US-MMS,39.3232,-86.4131,2004-06-15 09:00:00,DBF,Continental,26.61,390.6,85.809,0.497,2.881,397.38,0.37,4.1930923,0,1,1,1,1.13640334788938
4638,133428,US-SRM,31.8214,-110.8661,2012-06-09 10:00:00,WSA,Arid,31.58,932.0,6.03,4.365,5.077,387.773,0.0184,0.37709767,0,1,1,0,0.0140237606163544
3046,515875,FR-LBr,44.7171,-0.7693,2005-10-30 09:30:00,ENF,Temperate,17.48,166.2,83.7,0.3257,5.24,367.9,0.24925,1.1974657,0,1,1,0,0.556316979124093
3990,842655,AU-Rig,-36.6499,145.5759,2011-04-01 12:30:00,GRA,Temperate,22.33,810.0,50.0,1.3492,1.49,347.1,0.178,0.70000005,0,1,1,0,0.0468378116105279
1766,388214,IT-SRo,43.7279,10.2844,2003-09-26 16:30:00,ENF,Temperate,22.03,167.524,46.54,1.4164,2.023,380.395,0.0926699999999999,3.2376406,0,1,1,0,0.0612950141145377
4473,509356,IT-CA1,42.3804,12.0266,2012-05-24 08:30:00,DBF,Temperate,22.4,634.3,61.31,1.0484,4.167,381.491,0.46,1.2291136,0,1,1,1,0.753025535069192
2453,851262,AU-How,-12.4943,131.1523,2006-03-05 12:30:00,WSA,Tropical,31.58,628.0,64.0,1.6719,1.79,358.5,0.108,2.0262287,0,1,1,1,0.506408210426694
2877,61667,US-Var,38.4133,-120.9508,2012-04-29 13:00:00,GRA,Temperate,24.955,962.41,50.464,1.565,1.159,383.19,0.19795,2.6946058,0,1,1,1,0.512423436374308
3815,405721,IT-Ro2,42.3903,11.9209,2006-06-16 12:00:00,DBF,Temperate,24.9,879.0,45.75,1.7088,2.707,368.916,0.184,2.3395591,0,1,1,1,0.521870461082825
4016,573903,DE-Tha,50.9626,13.5651,2006-09-10 13:30:00,ENF,Continental,20.463,653.495,48.12,1.2487,2.117,373.402,0.071,3.167676,0,1,1,1,0.253449372351036
4677,297194,US-Blo,38.8953,-120.6328,2006-09-09 11:30:00,ENF,Temperate,19.64,851.864,44.972,1.35,1.631,373.084,0.08865,2.3459651,0,1,1,0,0.189193912164261
3679,515168,FR-LBr,44.7171,-0.7693,2005-07-16 11:30:00,ENF,Temperate,25.35,732.49,65.7,1.1097,3.23,353.3,0.19954,2.4544647,0,1,1,0,0.190539808878655
1271,368707,NL-Loo,52.1666,5.7436,2012-06-02 16:30:00,ENF,Temperate,14.4,567.8,50.37,0.8145,2.5,390.39,0.0579999999999999,2.391403,0,1,1,0,0.262825787379508
3077,728428,CA-SF3,54.0916,-106.0053,2002-09-12 10:30:00,OSH,Continental,14.1,307.3,60.3,0.642,2.5,358.0,0.18,0.58910221,0,1,1,1,0.106478537697963
4501,334177,US-AR1,36.4267,-99.42,2012-11-21 12:00:00,GRA,Temperate,21.931,607.3,47.01,1.401,6.663,369.807,0.15456,0.30000001,0,1,1,0,0.0411867631413031
3094,377057,IT-Tor,45.8444,7.5781,2009-09-18 14:00:00,GRA,Continental,8.177,152.068,91.2354,0.0951999999999999,1.642,373.26,0.15774,1.3355342,0,1,1,0,0.310767153273614
4653,335264,SN-Dhr,15.4028,-15.4322,2012-06-30 11:00:00,SAV,Arid,31.345,754.252,47.0845,2.4249,5.894,-9999.0,0.07919,0.21206293,0,1,1,0,0.0895448513127515
347,371558,NL-Loo,52.1666,5.7436,2014-03-11 13:30:00,ENF,Temperate,12.27,538.2,74.7,0.3613,2.658,405.3,0.077,2.1075552,0,1,1,0,0.296235887454925
3881,476370,IT-Lav,45.9562,11.2813,2012-09-22 12:00:00,ENF,Temperate,12.407,684.81,68.629,0.4521,1.183,391.261,0.3865,0.94200206,0,1,1,0,0.603511807565857
4623,452628,IT-MBo,46.0147,11.0458,2008-08-05 11:30:00,GRA,Continental,20.034,880.7,70.0414,0.7022,1.293,391.625,0.4007,1.9199831,0,1,1,1,0.162238578962662
2562,62719,US-Var,38.4133,-120.9508,2013-03-11 11:00:00,GRA,Temperate,17.527,792.89,51.297,0.975,1.074,397.812,0.16059,1.8741032,0,1,1,1,0.290622372347508
4590,9888,US-Wkg,31.7365,-109.9419,2007-08-13 14:30:00,GRA,Arid,31.02,859.0,29.045,3.192,3.13,370.789,0.08,1.0246261,0,1,1,1,0.0921631636972185
1423,599658,DE-Lnf,51.3282,10.3678,2004-09-07 14:30:00,DBF,Continental,21.74,508.17,50.86,1.2791,2.36,392.34,0.2253,4.0999045,0,1,1,0,0.28044925336003
656,744432,CA-Qfo,49.6925,-74.3421,2005-06-18 15:30:00,ENF,Continental,19.64,656.0,34.78,1.497,1.819,377.567,0.17,1.8234664,0,1,1,1,0.144342953838777
2102,245594,US-KS1,28.4583,-80.6709,2002-09-19 11:00:00,ENF,Temperate,32.341,868.4,65.68,1.664,3.598,363.37,0.162,5.5714297,0,1,1,1,0.284512542922055
632,955752,AU-Cum,-33.6152,150.7236,2014-12-27 08:00:00,EBF,Temperate,19.33,258.0,62.0,0.8526,1.49,396.0,0.166,1.9768941,0,1,1,0,0.534040964270819
2892,558904,ES-Amo,36.8336,-2.2523,2012-02-21 10:30:00,OSH,Arid,12.363,462.28,62.9076,0.533,2.012,385.994,0.18421,0.5,0,1,1,1,0.106151527214329
2493,975951,AU-Ade,-13.0769,131.1178,2009-04-04 11:30:00,WSA,Tropical,31.94,926.0,50.0,2.3699,1.39,357.3,0.15,1.7678868,0,1,1,0,0.119260443163958
2665,409444,IT-Ro2,42.3903,11.9209,2008-10-19 12:00:00,DBF,Temperate,23.83,304.8,57.1874,1.2649,1.403,384.322,0.137,1.3345647,0,1,1,0,0.0762290642351821
4015,297853,US-Blo,38.8953,-120.6328,2006-12-19 10:00:00,ENF,Temperate,2.724,387.005,24.882,0.578,1.856,385.579,0.27204,2.2387047,0,1,1,0,0.0887394605260157
3662,767930,BE-Vie,50.3049,5.9981,2003-07-15 07:00:00,MF,Temperate,18.72,334.0,41.0,1.2743,3.785,369.837,0.214,4.0167928,0,1,1,1,0.0920525515260155
3307,126279,US-SRM,31.8214,-110.8661,2009-07-19 15:00:00,WSA,Arid,37.12,635.7,14.207,5.424,1.603,366.351,0.0409,0.5447107,0,1,1,1,0.0094917976631381
3096,962057,AU-Cpr,-34.0021,140.5891,2013-08-06 15:30:00,SAV,Arid,16.64,95.0,62.0,0.7199,2.57,384.3,0.034,0.55438471,0,1,1,1,0.0387016042305067
3919,935771,AU-DaS,-14.1593,131.3881,2011-08-05 13:30:00,SAV,Tropical,28.16,490.0,35.0,2.4806,2.38,373.4,0.03,0.87756276,0,1,1,0,0.0244119657860721
2500,641272,DE-Geb,51.0997,10.9146,2007-03-25 13:30:00,CRO,Continental,13.2,565.44,52.07,0.7275,5.73,386.105,0.313,2.0415964,0,1,1,0,0.332969862331711
1465,410492,IT-Ro2,42.3903,11.9209,2011-07-20 08:00:00,DBF,Temperate,22.29,371.76,55.6,1.1951,0.706,382.626,0.146,2.6891785,0,1,1,1,0.644700105403081
2833,303608,US-ARM,36.6058,-97.4888,2005-05-21 15:30:00,CRO,Temperate,37.21,582.8,24.56,4.812,6.712,373.296,0.10495,0.79692179,0,1,1,0,0.054307144138926
115,951601,AU-DaP,-14.0633,131.3181,2013-01-09 11:00:00,GRA,Tropical,30.41,742.0,69.0,1.347,2.42,343.7,0.104,2.1058085,0,1,1,1,0.621047842862133
1821,505705,IT-CA3,42.38,12.0222,2013-08-16 09:00:00,DBF,Temperate,26.303,624.0,38.451,2.1068,2.396,368.811,0.0890499999999999,0.76401776,0,1,1,0,0.12079975969414
1494,423807,IT-PT1,45.2009,9.061,2004-05-20 13:30:00,DBF,Temperate,25.64,840.33,54.3744,1.5017,0.818,372.494,0.33126,1.8927045,0,1,1,1,0.774317536483193
2401,514675,FR-LBr,44.7171,-0.7693,2005-05-27 18:00:00,ENF,Temperate,33.13,288.69,26.2,3.7404,3.31,369.6,0.29032,2.0534792,0,1,1,1,0.0558437625657718
1232,635336,DE-Gri,50.95,13.5126,2014-10-12 10:30:00,GRA,Continental,15.92,225.68,75.55,0.4424,1.01,396.1,0.406,4.1620908,0,1,1,0,0.646798605801043
2661,986839,AT-Neu,47.1167,11.3175,2011-09-16 11:30:00,GRA,Continental,21.91,705.27,59.76,1.0584,0.88,389.743,0.24,2.7642314,0,1,1,0,0.320498865543104
4100,924623,AU-DaS,-14.1593,131.3881,2008-04-26 15:00:00,SAV,Tropical,32.11,716.0,16.0,4.0199,2.22,360.6,0.033,1.0908886,0,1,1,0,0.0778100558823345
4573,493068,IT-Cpz,41.7052,12.3761,2007-08-27 14:30:00,EBF,Temperate,30.94,630.9,43.46,2.5321,3.34,427.522,0.0982,2.3573647,0,1,1,0,0.0401667200170684
1153,222577,US-Me2,44.4523,-121.5574,2008-06-19 11:00:00,ENF,Temperate,17.9,983.1,28.9,1.452,3.1,382.1,0.22401,1.6914986,0,1,1,1,0.251160424752516
3848,429044,IT-Noe,40.6062,8.1517,2005-06-12 10:30:00,CSH,Temperate,27.08,873.83,33.1,2.3971,0.335,379.524,0.17919,1.8667505,0,1,1,0,0.0420211951972538
57,616457,DE-Hai,51.0792,10.4522,2004-04-25 15:30:00,DBF,Continental,13.58,429.38,49.29,0.7891,2.92,372.19,0.36,1.3361971,0,1,1,0,0.199090221241434
4104,296061,US-Blo,38.8953,-120.6328,2006-05-01 11:30:00,ENF,Temperate,20.119,952.536,31.677,1.648,1.197,378.582,0.26473,2.3529789,0,1,1,1,0.153917115429646
4288,106079,US-Ton,38.4309,-120.966,2013-04-13 16:00:00,WSA,Temperate,21.79,433.2,46.76,1.389,1.4,372.443,0.245,2.2428865,0,1,1,1,0.163415572582794
4945,839165,AU-Stp,-17.1507,133.3502,2014-05-10 10:30:00,GRA,Arid,29.18,755.0,32.0,2.753,1.37,370.4,0.057,0.67510009,0,1,1,0,0.0460163322414044
1735,61046,US-Var,38.4133,-120.9508,2011-12-25 13:00:00,GRA,Temperate,13.344,434.28,37.73,0.954,1.647,402.346,0.10772,0.84348416,0,1,1,0,0.0779433389415771
2196,161175,US-SRC,31.9083,-110.8395,2011-10-25 09:30:00,OSH,Arid,25.9,576.0,35.292,2.162,2.68,381.0,0.0537,0.30000001,0,1,1,1,0.0294869722928668
3553,870482,AU-How,-12.4943,131.1523,2013-07-10 10:30:00,WSA,Tropical,28.57,681.0,45.0,2.1495,3.16,373.2,0.072,1.4511597,0,1,1,0,0.189429008304371
2475,563741,DK-Sor,55.4859,11.6446,2006-09-13 14:30:00,DBF,Temperate,21.39,444.4,52.64,1.2067,5.01,355.79,0.209,4.2692938,0,1,1,1,0.33907429829886
